,REGISTRO_ANCINE,RAZAO_SOCIAL,EMPRESA_ASSOCIADA
239,26196,NUNES ANGEL PRODUÇÕES LTDA,MONSTER MOVIE PRODUCOES E CASTING LTDA
240,27603,PAISAGEM DIGITAL COMUNICAÇÃO MULTIMÍDIA,NARA ELISA FORTUNATO PINTO
241,43504,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA,MAIA FILMES E PUBLICIDADE EIRELI - ME
242,47676,PRIMEIRO PLANO FILMES EIRELLI,DALMO DE OLIVEIRA JUNIOR ME
243,2044,485 PRODUÇÕES LTDA,POÇO DE IDEIAS COMUNICAÇAO LTDA
244,3984,A. BRASIL FILMES LTDA ME,BRASIL FILMES PRODUÇÃO CRIATIVA EIRELI
245,20529,VEREDA INTERNACIONAL AUDIOVISUAL LTDA,CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.
246,53014,CAOS PRODUCOES AUDIOVISUAIS LTDA,LUCAS PACHECO DA SILVA SOUZA 05292684180
247,13175,M F PROPAGANDA & PUBLICIDADE,ALEF FILMES LTDA - ME
248,48954,LOVEFILMS 360 PRODUÇÕES LTDA,LOVEFILMS LTDA.
249,35467,REVOLUTION ENSINO DE ARTES VISUAIS LTDA ­ ME,MIRALUMO FILMS LTDA
250,47520,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA
251,44837,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA
252,31741,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA
253,20441,CINE CANASTRA LTDA,JOSUE'S CINE SHOPPING LTDA
254,1403,ACCORDE FILMES LTDA.,FRONTERA FILMES LTDA - ME
255,5960,BRVR FILMES LTDA,BRAVURA CINEMATOGRÁFICA LTDA.
256,1660,ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA,FEIRA PLEXCINE LTDA.
257,52870,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA
258,42205,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA
259,3825,MUITO MAIS PROMOÇÕES LTDA,CINEAR PRODUCOES E EXIBICOES CINEMATOGRAFICAS EIRELI
260,44580,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,SPRAY FILMES S.A.
261,51053,CRO DIGITAL COMUNICACAO LTDA,AG ENTRETENIMENTO E PARTICIPACOES LTDA EPP
262,29724,NACIONAL DISTRIBUIDORA DE CONTEUDOS PARA CINEMA E TELEVISÃO LTDA,EMPRESA DE CINEMAS ARCOPLEX S.A
263,12418,AURORA FILMES LTDA.,PLATE FILMES LTDA.
264,43941,CLARO NXT TELECOMUNICAÇÕES S.A.,CLARO S.A.
265,307,TOTAL ENTERTAINMENT LTDA,CENTRO DE CULTURA INFORMAÇÃO E MEIO AMBIENTE
266,51854,NO.HAY.BANDA CRIAÇÃO E PRODUÇÃO DE CONTEÚDO AUDIOVISUAL LTDA.,EMVIDEO EMPRESA DE VIDEOCOMUNICAÇÃO LTDA.
267,46314,LUIZ GUSTAVO DANNEMANN MONTEIRO 14442187789,DANREC FILMES LTDA
268,46899,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA
269,46916,2.2 PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA
270,26405,RF MACEDO LTDA,DLK ON LINE LTDA
271,15055,TERRA DIGITAL PRODUÇÕES MULTIMÍDIA LTDA,ALTER FILMES PRODUÇÕES AUDIOVISUAIS LTDA
272,32512,CREARE VÍDEO PRODUTORA E EVENTOS LTDA - ME,BERTOGLIO & CIA LTDA
273,50705,MARIA MARIA MULTIMÍDIA LTDA,C3 COMUNICAÇÃO E MARKETING LTDA
274,37083,REDE 4 K PRODUCOESLTDA ME,CRIATURA DIGITAL SOM & IMAGEM LTDA.
275,21599,PEQUI GRAVAÇÕES LTDA,NEXO FILMES EIRELI
276,21225,MEUS RUSSOS AUDIOVISUAL LTDA,MINHAVO SERVICOS DE CINEMA E ARTES LTDA - ME
277,11782,KINOOSFERA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.,ONG COMUNICA
278,18052,MJ SOFTWARE LTDA . ME,MARK JOSELLI CONSULTORIA E TECNOLOGIA EIRELI ­ ME
279,44214,PROJETO IRRADIANTE DE COMUNICAÇÃO,FERNANDO MAURO PRODUÇÕES EIRELI
280,11983,CROCODILO FILMES LTDA-ME,DCINE CINEMATOGRAFIA DIGITAL LTDA. - ME
281,18049,VALE DO CAFÉ CINEMAS LTDA,MP CINEMAS EIRELI
282,39021,WERNER DE FIGUEIREDO COMUNICAÇÃO ME,TMC CRIATIVA DE VIDEO E COMUNICAÇÃO LTDA
283,2188,TERRAMARCEU PRODUÇÃO ELETRÔNICA LTDA,TMC CRIATIVA DE VIDEO E COMUNICAÇÃO LTDA
284,46433,J C RODRIGUES & R A MOREIRA LTDA,RA MOREIRA E RODRIGUES LTDA
285,32319,MADRE MIA FILMES LTDA ME,VAPT FILMES PRODUÇÕES EIRELI ME
286,37601,CINE ELI PARAÍBA CINEMAS LTDA,CINEMATOGRÁFICA LIMEIRA LTDA
287,2836,EMPRESA SAO LUIZ DE CINEMAS LTDA,CINEMATOGRÁFICA LIMEIRA LTDA
288,35977,MARANGUAPE CINEMAS LTDA - ME,CINEMATOGRÁFICA LIMEIRA LTDA
289,24296,PLANET CINEMAS CARUARU LTDA,PLANET CINEMAS MACAÉ LTDA
290,13505,VIDEOGRAFICA FILMES LTDA,PORTO VELHO FILMES LTDA - ME
291,15146,PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA,PAIVA & PINHEIRO SERVIÇOS DE COMUNICAÇÃO LTDA
292,49854,CINE XTREME PAULO AFONSO LTDA,SANTANA E ALMEIDA LTDA
293,5348,REDECINE - RIO CINEMATOGRAFICA S.A.,REDECINE BRA CINEMATOGRÁFICA S.A.
294,24818,NO PROBLEM PRODUÇÕES ARTÍSTICAS LTDA,CPC - CENTRO DE PRODUÇÃO CULTURAL LTDA.
295,13379,REDE NOVO TEMPO DE COMUNICACAO,FUND SETORIAL DE RADIODIFUSAO EDUC DE SONS E IMAGENS
296,42560,FUNDAÇÃO EDUCATIVA E CULTURAL RIO VERDE,FUNDAÇÃO ESPÍRITA ANDRÉ LUIZ
297,26640,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA
298,22519,PAULO FRANCISCO PERES LUCAS ME,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA
299,45483,CAFEINA PRODUCOES ARTISTICAS E AUDIOVISUAIS LTDA,CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME
300,11922,SM DISTRIBUIDORA DE FILMES LTDA,LK TEL DISTRIBUIDORA DE FILMES LTDA.
301,18002,CIRCULAR O DESEJO FILMES LTDA,NAPRATKA CULTURAL LTDA ­ ME
302,6521,ÍCONE COMÉRCIO DE ÁUDIO E VÍDEO LTDA,M F PRODUÇÃO AUDIOVISUAL LTDA
303,40916,CA VA ARTES E PRODUCOES LTDA,BUDAPESTE PRODUCOES LTDA
304,51935,CINE LASER TANGARA LTDA,CINE LASER BARRA DO GARÇAS LTDA- ME
305,28472,PEDRO HENRIQUE LONGHI - ME,TELOS EMPREENDIMENTOS CULTURAIS LTDA
306,32541,EVEN PRODUÇOES E EVENTOS LTDA - ME,HIVEM PRODUCOES EIRELI
307,12069,POINTER - PROGRAMAÇÃO VISUAL LTDA.,INSTITUTO PUENTE
308,25229,MOVIEPASS CINEMATOGRÁFICA LTDA,EMPRESA CINEMATOGRÁFICA IPATINGA LTDA
309,24110,11 VISUALS PRODUÇÕES DE FILMES LTDA - ME,FIXER INC PRODUÇÃO CINEMATOGRÁFICA LTDA - ME
310,415,DILER & ASSOCIADOS LTDA,DREAMVISION FILM AND VIDEO PRODUCTION LTDA
311,4123,PLATÉIA VÍDEO LTDA,VISÃO FILMES PRODUÇÃO E COMUNICAÇÃO LTDA - ME
312,17773,ORION PRODUÇÕES DE FILMES E AUDIO LTDA,ESPIRAL LAB COMUNICAÇÃO LTDA
313,25518,MAQUINA SET PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME,MARCHIORI & MACHADO REPRESENTAÇÕES LTDA
314,45931,CIAVATTA PANTOJA CRIAÇÕES LTDA,PINDORAMA FILMES LTDA
315,577,NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME,"LUSA EMPREENDIMENTOS, PRODUÇÕES ARTÍSTICAS E LICENCIAMENTOS LTDA."
316,19413,CLARTE SERVIÇOS DE FOTO E CINEMA LTDA ME,MARAHU PRODUCOES DE CINEMA E TELEVISAO LTDA
317,23812,511 FILMES LTDA,LUIZ ANTONIO DA SILVA PRODUTOR DE FILMES E VIDEOS EPP
318,34459,NELSON HOINEFF PRODUCOES ARTISTICAS EIRELI ME,COMUNICAÇÃO ALTERNATIVA LTDA
319,5545,MERCADO PROPAGANDA E MARKETING LTDA,DRIXEL LICENCIAMENTOS LTDA
320,42843,ALEXANDRE BRANCO BORGES,ASHA TELECOM EIRELI - ME
321,48135,MARCO ANTONIO PEREIRA DE FREITAS JUNIOR 08928927650,ABDUCAO FILMES LTDA
322,12946,RADIO E TELEVISAO BANDEIRANTES DO RIO DE JANEIRO S.A.,RADIO E TELEVISAO BANDEIRANTES DA BAHIA LTDA
323,15742,COMPANHIA RIO BONITO - COMUNICAÇÕES,RADIO E TELEVISAO BANDEIRANTES DA BAHIA LTDA
324,25481,DIREÇÃO COLETIVA FILMES LTDA,A PIAZADA FILMES EIRELI
325,13088,CRIATURA DIGITAL SOM & IMAGEM LTDA.,REDE 4 K PRODUCOESLTDA ME
326,43969,STUDIO FLY SOLUCOES LTDA,MATHEUS RUAS MENDONÇA IMAGENS ME
327,115,TAMBOR PRODUÇÕES CINEMATOGRÁFICAS LTDA,CAFE ROYAL FILMES LTDA
328,50871,GUERRA-PEIXE S PRODUCAO DE ARTE LTDA,CAFE ROYAL FILMES LTDA
329,50544,ZÉ PEQUENO PRODUÇÕES ARTÍSTICAS LTDA,PRO SINTAX EVENTOS LTDA
330,31135,REDECINE LONDRINA CINEMATOGRAFICA LTDA,MOVIESYSTEM CINEMATOGRAFICA LTDA
331,44407,PRODUTORA BOX PUBLICIDADE E AUDIOVISUAL EIRELI,TAYLAN RENAN DE MACEDO DE OLIVEIRA 08163387955
332,39015,V E D SHOW BUSINESS - PRODUÇÃO MUSICAL LTDA,JUKEBOX PRODUCOES ARTISTICAS LTDA
333,28604,ASSOCIAÇÃO CULTURAL VENTO FORTE,8U PRODUTORA E DISTRIBUIDORA DE FILMES LTDA
334,42212,GRITARIA PRODUÇÕES LTDA,SUPERCOMBO PRODUÇÕES LTDA
335,546,DEPART FILMS LTDA,DETOUR FILMS LTDA
336,36999,CINE ELI SP CINEMAS LTDA,CINE ELI PARAÍBA CINEMAS LTDA
337,3878,INTERVISAO EMISSORAS DE RADIO E TELEVISAO LTDA,EMPREENDIMENTOS RADIODIFUSAO CABO FRIO LTDA
338,49526,MGFS PRODUCOES ARTISTICAS LTDA,ANAVITORIA ARTES LTDA
339,47328,CINESALA EXIBIÇÕES E EVENTOS LTDA,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA
340,2735,CINEARTE MORUMBI LTDA,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA
341,45198,JONATHAS DE OLIVEIRA FRAGA 14113012776,J. DE OLIVEIRA FRAGA FILMAGENS
342,24110,11 VISUALS PRODUÇÕES DE FILMES LTDA - ME,BREITHNER MONTEIRO FILMES CRIAÇÕES E PRODUÇÕES LTDA
343,36395,EDGARD SOARES FILMES LTDA,SANTERIA PRODUÇÕES AUDIOVISUAIS LTDA
344,27029,FOREST COMUNICAÇÃO,FOREST - COMUNICAÇÃO SOCIOAMBIENTAL
345,47520,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA
346,5654,REDECINE-CPQ CINEMATOGRÁFICA LTDA,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA
347,48462,SUSTO PRODUÇÃO DE FILMES LTDA,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.
348,27885,"ASTURIA COMERCIO, PRODUCOES DE FILMES E EVENTOS LTDA - EPP",HILFER EVENTOS E PRODUÇOES LTDA  EPP
349,12390,RBA COMUNICAÇÕES LTDA-ME,AMAZONIA PRODUTORA DE FILMES E PUBLICIDADE LTDA -
350,51077,SUESTE FOTOGRAFIA E CINEMA LTDA,TEIJIDO FOTOGRAFIA LTDA. EPP.
351,32953,SPEED TRAVEL COMUNICAÇÃO MULTIMIDIA LTDA,OLLA COMUNICACAO LTDA
352,47950,UTLD PRODUCAO DE FIMES LTDA,ULTRAVIOLETA PRODUCAO AUDIOVISUAL LTDA
353,26741,ESTUDIO CLICKA LTDA - ME,SANTA LUCIA PRODUCOES EIRELI
354,30803,RISCO PRODUÇÕES LTDA,KINOSSAURUS FILMES LTDA.
355,37455,FLORIPA FILMES LTDA,TUBARÃO FILMES LTDA
356,47455,SANTERIA PRODUÇÕES AUDIOVISUAIS LTDA,BENEDETTO AGENCIA DIGITAL LTDA
357,503,SINCROCINE PRODUÇÕES CINEMATOGRÁFICAS LTDA,MARIQUITA FILMES LTDA.
358,6515,TIETÊ PRODUÇÕES CINEMATOGRÁFICAS LTDA,MARIQUITA FILMES LTDA.
359,16629,PLANET CINEMAS MACAÉ LTDA,H20 PRODUÇÕES LTDA
360,28862,FILMART PRODUCAO AUDIO VISUAL EIRELI,ARTFILMS PRODUCAO AUDIO VISUAL LTDA
361,21060,ANDRÉ CARDOSO TOLDO - BAIXADA,DNA AGENCIA DIGITAL E PRODUTORA AUDIOVISUAL LTDA
362,12209,UNIGRAF EDITORA E PLANEJAMENTO LTDA.,NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA
363,12801,UNITV PRODUTORA LTDA,NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA
364,17607,BM3 STUDIO PRODUTORA DE AUDIOVISUAIS LTDA.,MONSTRO PRODUTORA DE AUDIOVISUAIS LTDA
365,40413,CARVANA PRODUÇÕES CULTURAIS LTDA - ME,MAC COMUNICAÇÃO E PRODUÇÃO LTDA
366,22808,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,REPUBLICA PUREZA OLINDA LTDA
367,41824,37 NÃO É FEBRE PRODUÇÕES ARTÍSTICAS LTDA,CHIN - PRODUCOES ARTISTICAS LTDA
368,3356,IDEON VIDEO PRODUÇÕES LTDA. - ME,AG.10 COMUNICAÇÃO E MARKETING LTDA
369,4267,CBSP - CASABLANCA SERVICE PROVIDER LTDA,CASABLANCA EFFECTS LTDA
370,15631,W DIGITAL PRODUÇÕES LTDA,GRID DIGITAL PRODUÇÕES LTDA
371,22017,A.M.G.N.DIAS COMUNICAÇÕES - ME,GUERRA & GARCIA COMUNICAÇÃO LTDA.
372,4915,SWEN ENTRETENIMENTOS LTDA,MAGIA FILMES PRODUÇÕES LTDA
373,17152,VIRALATA PRODUÇÕES LTDA ME,VIRALATA FILMES LTDA
374,24035,EMPRESA DE CINEMAS ARCOPLEX S.A,NACIONAL DISTRIBUIDORA DE CONTEUDOS PARA CINEMA E TELEVISÃO LTDA
375,977,M MARGARITA HERNANDEZ PASCUAL,IRE BRASIL PRODUÇÕES ARTISTICAS LTDA - ME
376,22267,"TEATRO EM CASA PRODUÇÕES E COMUNICAÇÕES DE OBRAS AUDIOVISUAIS E CINEMATOGRÁFICAS, VÍDEOS E PROGRAMAS DE TELEVISÃO LTDA","NORTIK DISTRIBUIDORA, AGENCIADORA E LOCADORA DE EQUIPAMENTOS CINEMATOGRÁFICOS E AFINS LTDA"
377,28587,ADLER ZAMBELLI COMPRI - EPP,EFFECTU FILMES PRODUÇÕES LTDA - ME
378,17700,RT & LB COMPUTAÇÃO GRAFICA E DESIGN LTDA,"VIDEO ARTE, PUBLICIDADE E COMPUTAÇÃO GRAFICA LTDA"
379,29347,FOLE PRODUÇÕES ARTÍSTICAS LTDA,BAXADA NACIONAL SERVIÇO AUDIOVISUAL LTDA.
380,51999,YAMA AUDIOVISUAL LTDA,EMANOEL JORGE DE FREITAS
381,19960,CÁ ENTRE NÓS PRODUÇÕES,NASCENTE PRODUÇÕES AUDIOVISUAIS LTDA
382,18823,CENTRAL UNICA DAS FAVELAS DO RIO DE JANEIRO,HUTÚZ CULTURAL LTDA.
383,38692,GATO PRETO FILMES EIRELI ME,GATO PRETO FILMES PRODUCAO E DISTRIBUICAO IMPORTACAO E EXPORTACAO LTDA ­ ME
384,19353,DOUGLAS GAIA PRODUÇÕES,DOUGLAS F S GAIA PRODUÇÕES
385,4172,FABIO ANIYA,CABEÇA AMARELA VIDEOMAKER PRODUTORA DE VÍDEOS E FOTOS LTDA
386,15354,AUTO+ ENTRETENIMENTO LTDA,RAIO X PRODUCOES E COMERCIO LTDA
387,38463,PLAYKIDS INTERNET MOVE S.A.,MOVILE INTERNET MÓVEL S.A
388,24419,RTS EMPREENDIMENTOS E PARTICIPAÇÕES S/A,MAURICIO DE SOUSA EDITORA LTDA
389,2739,STAR MULTICINEMAS LTDA,CINEMATOGRÁFICA IGUAÇU LTDA
390,39768,TAKE4 GESTÃO DE ATIVOS LTDA,SUPER OITO 3000 FILMES LTDA
391,52204,DUBLEMIX AUDIOVISUAL PRODUÇÕES ARTÍSTICAS LTDA,DUBLEMIX AUDIO VISUAL LTDA-ME
392,12,ASSOCIAÇÃO REVISTA DO CINEMA BRASILEIRO,M. ALTBERG CINEMA E VÍDEO LTDA
393,32207,ANDREA KURACHI ME,TOP TOP FILMES LTDA ME
394,36586,MARTINS & MIRANDA PRODUTORA INDEPENDENTE LTDA ­ ME,CASTANHA FILMES E INVENTÁRIOS CULTURAIS LTDA - ME
395,3338,"SPECTRA NOVA PRODUÇÕES, EDIÇÕES E COMÉRCIO LTDA.",SPECTRA MIDIA PRODUÇÕES LTDA
396,4744,PBI - PROGRAMADORA BRASILEIRA INDEPENDENTE S.A,"CONTAINER MEDIA E ENTRETENIMENTO, SERVIÇOS E REPRESENTAÇÕES LTDA"
397,52717,J CARLOS DE BARROS TORRES,MIDIA MIX PRODUÇÕES LTDA.
398,21486,RED PHOTO IMAGEM BRASIL LTDA-ME,OESTE CINEMA LTDA
399,3074,EMPRESA CINEMATOGRÁFICA ARAUJO LTDA,EMPRESA CINEMATOGRÁFICA CAMPO GRANDE
400,4375,GM ARAUJO CINEMATOGRAFICA LTDA,EMPRESA CINEMATOGRÁFICA CAMPO GRANDE
401,34643,ESTAÇÃO KIDS PRODUÇÕES INFANTIS LTDA ME,VIDEO ONE TELECOMUNICAÇÃO LTDA
402,17517,LIQUID MEDIA LAB PRODUCOES LTDA,ANDRE DEAK ALONSO MULTIMÍDIA
403,18582,TICK PRODUÇÕES E MULTIMIDIA LTDA,LENTE MULTIMIDIA LTDA
404,50030,SUPERCOMBO PRODUÇÕES LTDA,GRITARIA PRODUÇÕES LTDA
405,37388,INSTITUTO MEMÓRIA MUSICAL BRASILEIRA,CARINO PRODUÇÕES E COMERCIO DE LIVROS LTDA - ME
406,2685,CINECLUBE PAU BRASIL,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.
407,49725,XAXARÁ PRODUÇÕES CULTURAIS LTDA,4004 - PRODUÇÕES DE ARTE LTDA.
408,407,INDIE RECORDS LTDA,ASSOCIAÇÃO POLO RIO CINE VIDEO E COMUNICAÇÃO - RIOCOM
409,13613,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,TIBET FILME LTDA
410,33656,MILENA A. MAGANIN MIDIAS DIGITAIS ME,L4 PRODUÇÕES LTDA - ME
411,25743,LUC FILMES LTDA - ME,ZERO K FILMES LTDA
412,490,VIACOM NETWORKS BRASIL PROGRAMACAO TELEVISIVA E PUBLICIDADE LTDA,PORTA DOS FUNDOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.
413,52179,.976 LTDA,KAFFE FILMES LTDA - ME
414,251,RADIO E TELEVISAO RECORD S.A,RADIO E TELEVISAO CAPITAL LTDA
415,39408,MESSIAS GERALDO DOS SANTOS - ME,PRODUCOES ARTISTICAS FIRST MOVIE SPE LTDA.
416,15759,ASSOCIAÇÃO SÓCIO CULTURAL UMBIGADA,CASSIO LEONARDO NOBRE DE SOUZA LIMA - ME
417,49354,VOS EDITORA MUSIC ENTRETENIMENTO E COMUNICAÇÃO LTDA.,TV SOBRAL LTDA.
418,31032,RAFAEL DA COSTA DA SILVA 09642380714,CACHOEIRA FILMES LTDA - EPP
419,19577,MEDIA BRIDGE PRODUÇÕES LTDA.,NEW WAVE MEDIA PRODUÇÕES LTDA
420,23499,CINEMAS HENKES RIBEIRO LTDA ME,CINEMAS HENKES RIBEIRO UNAI LTDA
421,184,CASABLANCA EFFECTS LTDA.,CBSP - CASABLANCA SERVICE PROVIDER LTDA
422,33572,RADIO E TELEVISÃO BANDEIRANTES DE MINAS GERAIS LTDA,TELEVISAO BANDEIRANTES DE PRESIDENTE PRUDENTE LTDA
423,49113,FFNG PRODUTORA DE AUDIOVISUAIS E EVENTOS LTDA,FALLKNER RIBEIRO BORGES - PRODUÇÕES - ME
424,1184,TFCF LATIN AMERICAN CHANNELS DO BRASIL LTDA,FOX FILM DO BRASIL LTDA
425,5774,IMAGEM SERVIÇOS CINEMATOGRÁFICOS EIRELI,RPJ PRODUTORES ASSOCIADOS LTDA
426,26853,J. DE OLIVEIRA FRAGA FILMAGENS,JONATHAS DE OLIVEIRA FRAGA 14113012776
427,32566,FABIO SEIXAS DE SOUSA SANTOS ME,FREE SPIRIT CONSULTORIA E EVENTOS LTDA.
428,22702,PRIMOS E PRIMOS ADVOCACIA,EUROCHANNEL BRASIL LICENCIAMENTOS E SERVICOS LTDA
429,4804,IN BRANDS WE TRUST MARKETING E DISTRIBUIÇÃO LTDA,DOGS CAN FLY COLLECTION VESTUARIO LTDA
430,5304,DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA,DOGS CAN FLY COLLECTION VESTUARIO LTDA
431,42838,PAUTA VÍDEO PRODUÇÕES LTDA,HM-1 PRODUÇÕES ARTÍSTICAS LTDA - EPP
432,47438,FRAMERIA CRIAÇÃO E PRODUÇÃO LTDA,S2 CRIACAO E NEGOCIOS S/S LTDA
433,18055,CINEMA VILLAGGIO LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA
434,3758,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA
435,2606,UCI-ORIENT LTDA,CARIRI PLEXCINE LTDA
436,407,INDIE RECORDS LTDA,ESTUDIOS MEGA LTDA
437,264,TIBET FILME LTDA,ESTUDIOS MEGA LTDA
438,12660,LGK MUSIC PRODUÇOES ARTISTICAS LTDA,BRASIL FILMES LTDA
439,585,MEGACINE EDIÇÃO DE SOM MIXAGEM LTDA.,BRASIL FILMES LTDA
440,5461,UNIVERSAL STUDIOS INTERNATIONAL TELEVISION DO BRASIL LTDA,UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.
441,26640,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI
442,48731,ALVARO RAMOS PRODUCAO CULTURAL AUDIOVISUAL E MUSICAL,ASK PRODUTORA DE AUDIO LTDA
443,31314,CINEMAS HENKES RIBEIRO UNAI LTDA,CINEMAS SANTOS RIBEIRO LTDA ME
444,49986,ATEL DO BRASIL TELECOM LTDA,A V SERVIÇOS DE TELECOMUNICAÇÕES LTDA
445,50280,CARTOGRAFIA ATIVIDADES DE PRODUCAO CINEMATOGRAFICA LTDA,ANGATURAMA PRODUÇÕES CULTURAIS LTDA
446,653,ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA.,THE WALT DISNEY COMPANY (BRASIL) LTDA.
447,48215,BURN COLOR GRADING LTDA,ALAN MICHEL PORCIUNCULA GIGENA - ME
448,28660,CLARO S.A.,CLARO NXT TELECOMUNICAÇÕES S.A.
449,48086,ALBERTO GABRIEL ISSA KHOURY EIRELI,CIRCO FILMES LTDA
450,49706,LEMONADE HUB LTDA EPP,LEMONADE CONTEUDO
451,50572,PRO SINTAX EVENTOS LTDA,ZÉ PEQUENO PRODUÇÕES ARTÍSTICAS LTDA
452,44319,FILL CONTENT PRODUCOES DE VIDEO LTDA,LITTLE DOOR CONTENT PRODUCOES DE VIDEO LTDA
453,31947,LITTLE DOOR DIGITAL LTDA,LITTLE DOOR CONTENT PRODUCOES DE VIDEO LTDA
454,45323,DIEGO MOINHOS MUNIZ 34241097898,HURACAN PRODUÇÕES LTDA
455,1,M. ALTBERG CINEMA E VÍDEO LTDA,GCB EMPREENDIMENTOS E PARTICIPAÇÕES LTDA
456,22135,NIRVANA DIGITAL LTDA,NIRVANA TECNOLOGIA DIGITAL LTDA
457,32530,AZEVEDO & FARIAS PRODUTORA DE VIDEOS LTDA - ME / VISIONÁRIA FILMES,C. A. A. MORAES PRODUCOES CINEMATROGRAFICAS LTDA
458,251,RADIO E TELEVISAO RECORD S.A,RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA
459,39764,PRMUSIC PRODUÇÕES ARTÍSTICAS EIRELI - EPP,PRMUSIC ENTRETENIMENTO LTDA
460,28619,DAC AUDIOVISUAL LTDA,AN PRODUCOES CULTURAIS
461,49371,AQP PRODUÇÕES ARTÍSTICAS LTDA,DULUILI PRODUÇÕES E EVENTOS ARTÍSTICOS LTDA
462,38021,CAROLINA MARKOWICZ BASTOS - ME,SUSTO PRODUÇÃO DE FILMES LTDA
463,11768,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,SUSTO PRODUÇÃO DE FILMES LTDA
464,25348,ALEXANDRE RAURICH GUEDES PRODUCOES ME,FERREIRA E GUEDES PRODUÇÃO DE FILMES LTDA
465,37204,BELA BADERNA PRODUCOES E SERVICOS CULTURAIS LTDA ­ ME,MAPA DA CACHAÇA PRODUÇÕES E SERVIÇOS CULTURAIS LTDA
466,27132,HOBIE - PRODUCAO TELEVISIVA LTDA - ME,F.T. PRODUÇÕES DE FILMES LTDA - EPP
467,35252,MANIFESTO GAME STUDIO LTDA,RAID HUT LICENCIAMENTO DE JOGOS DIGITAIS LTDA
468,19299,CARAVELA FILMES LTDA.,FILMES DO EQUADOR LTDA.
469,19300,AGENCIA HIT PRODUCOES E EVENTOS EIRELI,HIT MUSIC PRODUTORA LTDA - EPP
470,51146,3 T MEDIA SOLUTIONS ASSESSORIA E COMUNICAÇÕES LTDA,TV ALIANCA PAULISTA LTDA
471,14193,O2 POS PRODUÇÕES LTDA,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.
472,7087,O2 CINEMA LTDA,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA
473,22221,CASAL CINE ARTE LTDA,ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA
474,23871,KAFFE FILMES LTDA - ME,.976 LTDA
