IDENTIFICACAO_CONTRATO,TITULO_PROJETO,CHAMADA_PUBLICA,ANO_CHAMADA_PUBLICA,CNPJ_PROPONENTE,RAZAO_SOCIAL_PROPONENTE,CNPJ_PRODUTORA,RAZAO_SOCIAL_PRODUTORA,CNPJ_DISTRIBUIDORA_PROGRAMADORA,RAZAO_SOCIAL_DISTRIBUIDORA_PROGRAMADORA,DT_PUBLICACAO_CONTRATO_DOU,VL_CONTRATO_DOU,DT_PRIMEIRO_DESEMBOLSO,VL_TOTAL_LIBERADO
DG-00.270,QUASE SAMBA,PRODECINE 03,2013-01-01,02.140.120/0001-10,BANANEIRA FILMES LTDA.,02.140.120/0001-10,BANANEIRA FILMES LTDA.,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-05-14,199815.0,2015-05-29,199815.0
DG-00.265,MENINAS DO BENFICA,PRODAV 05,2013-01-01,04.399.431/0001-23,ROBERTA DE PAULA MARQUES,04.399.431/0001-23,ROBERTA DE PAULA MARQUES,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-15,126000.0,2015-05-21,126000.0
DG-00.242,TRANSAMAZÔNICA - UTOPIAS NA SELVA,PRODAV 05,2013-01-01,05.209.603/0001-11,FLORESTA VÍDEO GRÁFICA E EDITORA LTDA,05.209.603/0001-11,FLORESTA VÍDEO GRÁFICA E EDITORA LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-15,70000.0,2015-05-21,70000.0
DG-00.266,BERENICE PROCURA,PRODECINE 02,2012-01-01,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,00.338.948/0001-51,E.H. FILMES LTDA,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES S/A,2015-05-18,2000000.0,2016-02-17,2000000.0
DG-00.281,FILME B,PRODAV 01,2013-01-01,08.346.159/0001-74,MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA,08.346.159/0001-74,MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-20,1000000.0,2015-05-29,1000000.0
DG-00.277,IVÁN - DE VOLTA PARA O PASSADO,PRODECINE 03,2013-01-01,04.937.797/0001-09,GP7 CINEMA LTDA,04.937.797/0001-09,GP7 CINEMA LTDA,03.827.382/0001-10,MORO COMUNICAÇÃO EIRELI-ME,2015-05-20,200000.0,2015-06-12,200000.0
DG-00.238,MANAS,PRODAV 05,2013-01-01,07.501.094/0001-21,MARIOLA FILMES E PRODUÇÕES LTDA.,07.501.094/0001-21,MARIOLA FILMES E PRODUÇÕES LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-20,100000.0,2015-05-26,100000.0
DG-00.274,CIDADE DE DEUS - 10 ANOS DEPOIS,PRODECINE 03,2013-01-01,01.666.326/0001-15,CAVIDEO PRODUCOES COMERCIO E LOCACAO DE FILMES EIRELI,01.666.326/0001-15,CAVIDEO PRODUCOES COMERCIO E LOCACAO DE FILMES EIRELI,15.263.576/0001-19,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,2015-05-22,198000.0,2015-06-26,198000.0
DG-00.256,MINHA FAMA DE MAU,PRODECINE 02,2012-01-01,07.616.202/0001-01,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,07.060.648/0001-00,INDIANA PRODUÇÕES CINEMATOGRÁFICAS EIRELI - ME,07.616.202/0001-01,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,2015-05-22,2000000.0,2015-06-24,2000000.0
DG-00.276,PESADELOS URBANOS,PRODAV 05,2013-01-01,04.098.427/0001-25,SOUL FILMES LTDA - ME,04.098.427/0001-25,SOUL FILMES LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-22,150000.0,2015-05-29,150000.0
DG-00.275,ZICA E OS CAMALEÕES - 2ª TEMPORADA,PRODAV 01,2012-01-01,02.762.890/0001-02,CINEMA ANIMADORES LTDA. EPP,02.762.890/0001-02,CINEMA ANIMADORES LTDA. EPP,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-22,1142100.0,2015-06-05,1142100.0
DG-00.232,FEIJUCA!,PRODAV 05,2013-01-01,07.503.073/0001-45,BIRDO FILMES EM ANIMAÇÃO LTDA.,07.503.073/0001-45,BIRDO FILMES EM ANIMAÇÃO LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-25,143181.82,2015-05-29,143181.82
DG-00.254,O JUÍZO FINAL,PRODECINE 01,2012-01-01,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,2015-05-25,2500000.0,2017-06-22,2500000.0
DG-00.284,"ARQUEOLOGIAS, EM BUSCA DOS PRIMEIROS BRASILEIROS",PRODAV 01,2013-01-01,12.953.770/0001-38,ESCREVENDO & FILMES LTDA. ME,12.953.770/0001-38,ESCREVENDO & FILMES LTDA. ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-26,593680.0,2015-05-29,593680.0
DG-00.259,O OLHAR DE PEDRO,PRODAV 05,2013-01-01,04.409.572/0001-80,BURACO DE BALA PRODUÇÕES AUDIO VISUAIS LTDA.,04.409.572/0001-80,BURACO DE BALA PRODUÇÕES AUDIO VISUAIS LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-26,70000.0,2015-05-29,70000.0
DG-00.228,QUE VENHA A REVOLUÇÃO!,PRODAV 05,2013-01-01,04.409.572/0001-80,BURACO DE BALA PRODUÇÕES AUDIO VISUAIS LTDA.,04.409.572/0001-80,BURACO DE BALA PRODUÇÕES AUDIO VISUAIS LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-26,150000.0,2015-05-29,150000.0
DG-00.280,LUZ & SOMBRA,PRODAV 01,2013-01-01,02.229.175/0001-09,BPP PRODUÇÕES AUDIOVISUAIS LTDA-ME,02.229.175/0001-09,BPP PRODUÇÕES AUDIOVISUAIS LTDA-ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-27,1097549.2,2015-06-05,1097549.2
DG-00.285,A HISTÓRIA DA INDÚSTRIA FONOGRÁFICA NO BRASIL,PRODAV 01,2013-01-01,02.993.488/0001-20,B2 PRODUÇÕES CINEMATOGRÁFICAS LTDA,02.993.488/0001-20,B2 PRODUÇÕES CINEMATOGRÁFICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-28,1300000.0,2015-06-05,1300000.0
DG-00.282,DEPOIS DE TUDO,ARRANJOS REGIONAIS,2014-01-01,09.558.964/0001-24,CASÉ FILMES LTDA,09.558.964/0001-24,CASÉ FILMES LTDA,03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,2015-05-28,750000.0,2015-06-12,750000.0
DG-00.286,OS PROGRAMAS DE AUDITÓRIO NA TELEVISÃO,PRODAV 01,2013-01-01,02.993.488/0001-20,B2 PRODUÇÕES CINEMATOGRÁFICAS LTDA,02.993.488/0001-20,B2 PRODUÇÕES CINEMATOGRÁFICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-28,750000.0,2015-06-05,750000.0
DG-00.283,COLECIONADORES,PRODAV 01,2013-01-01,01.541.247/0001-88,CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME,01.541.247/0001-88,CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-05-29,352753.0,2015-06-10,352753.0
DG-00.289,EM UM MUNDO INTERIOR,PRODECINE 01,2013-01-01,02.395.043/0001-49,KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP,02.395.043/0001-49,KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP,02.395.043/0001-49,KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP,2015-06-12,300000.0,2015-06-22,300000.0
DG-00.290,INCERTEZAS SEGUNDA FASE,PRODAV 01,2013-01-01,64.044.886/0001-58,FILMART PRODUÇÕES ARTISTICAS LTDA,64.044.886/0001-58,FILMART PRODUÇÕES ARTISTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-06-12,927817.0,2015-06-22,927817.0
DG-00.278,O PERGAMINHO VERMELHO,PRODECINE 01,2012-01-01,09.028.371/0001-56,TORTUGA STUDIOS PRODUTORA DE FILMES LTDA,09.028.371/0001-56,TORTUGA STUDIOS PRODUTORA DE FILMES LTDA,17.042.174/0001-10,LOTADO FILMES LTDA,2015-06-12,1500000.0,2015-08-11,1500000.0
DG-00.298,MULHER DO PAI,PRODECINE 05,2013-01-01,08.267.476/0001-03,OKNA PRODUÇÕES CULTURAIS LTDA,08.267.476/0001-03,OKNA PRODUÇÕES CULTURAIS LTDA,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-06-16,1021701.48,2015-06-26,1021701.48
DG-00.292,POLTRONA 27,PRODAV 01,2013-01-01,03.626.688/0001-08,MELODRAMA PRODUÇÕES LTDA.,03.626.688/0001-08,MELODRAMA PRODUÇÕES LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-06-16,1131350.0,2015-06-23,1131350.0
DG-00.288,AMSTERDAM,PRODECINE 04,2013-01-01,07.077.834/0001-44,EDSON SOARES DO NASCIMENTO ME,07.077.834/0001-44,EDSON SOARES DO NASCIMENTO ME,15.281.532/0001-11,FM PRODUÇÕES LTDA EPP,2015-06-17,171000.0,2015-07-02,171000.0
DG-00.287,O SOM E O TEMPO,PRODAV 01,2012-01-01,66.876.707/0001-74,DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP,66.876.707/0001-74,DEZENOVE SOM E IMAGENS PRODUÇÕES LTDA - EPP,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-06-17,800000.0,2015-07-02,800000.0
DG-00.271,PLANETA PALAVRA,PRODAV 01,2012-01-01,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,09.180.984/0001-04,CONSPIRAÇÃO FILMES ENTRETENIMENTO 3º MILÊNIO LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-06-17,3000000.0,2015-08-28,2700000.0
DG-00.291,CAÇADORES DA ALMA - SEGUNDA TEMPORADA,PRODAV 01,2013-01-01,27.651.181/0001-72,CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.,27.651.181/0001-72,CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-06-22,743600.0,2015-07-02,743600.0
DG-00.297,GAROTA DA MOTO,PRODAV 01,2013-01-01,02.947.857/0001-49,RADAR CINEMA E TELEVISÃO LTDA,02.947.857/0001-49,RADAR CINEMA E TELEVISÃO LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-06-22,4500000.0,2015-08-20,4500000.0
DG-00.293,WERNER E OS MORTOS,PRODAV 01,2013-01-01,01.541.247/0001-88,CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME,01.541.247/0001-88,CUBO FILMES PRODUÇÕES E EVENTOS LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-06-22,974292.0,2015-06-26,974292.0
DG-00.255,ZOOM,PRODECINE 02,2012-01-01,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,02.525.725/0001-29,O2 CINEMA LTDA,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,2015-06-22,2000000.0,2016-11-03,2000000.0
DG-00.296,A SOMBRA DO PAI,PRODECINE 05,2013-01-01,09.261.668/0001-67,ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA,09.261.668/0001-67,ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA,09.261.668/0001-67,ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA,2015-06-24,1622586.6,2015-07-13,1622586.6
DG-00.273,VERMELHO RUSSO,PRODECINE 02,2012-01-01,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,09.287.514/0001-44,GUINLE PRODUÇÕES ARTÍSTICAS LTDA - ME,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-06-24,500000.0,2015-07-15,500000.0
DG-00.304,DOIDAS E SANTAS,PRODECINE 04,2013-01-01,03.626.688/0001-08,MELODRAMA PRODUÇÕES LTDA.,03.626.688/0001-08,MELODRAMA PRODUÇÕES LTDA.,03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,2015-06-29,600000.0,2015-06-30,600000.0
DG-00.312,DEPOIS DE VOCÊ,PRODECINE 01,2013-01-01,04.854.820/0001-00,"CKI MARKETING, ENTRETENIMENTO E CULTURA LTDA",04.854.820/0001-00,"CKI MARKETING, ENTRETENIMENTO E CULTURA LTDA",03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,2015-06-30,1500000.0,2015-07-15,1500000.0
DG-00.305,À MODA DA CASA,PRODAV 01,2012-01-01,08.798.008/0001-57,SEGUNDA-FEIRA FILMES PRODUÇÕES ARTÍSTICAS LTDA. - ME,08.798.008/0001-57,SEGUNDA-FEIRA FILMES PRODUÇÕES ARTÍSTICAS LTDA. - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-01,401224.0,2015-07-13,401224.0
DG-00.302,ISOLADOS,PRODECINE 04,2012-01-01,13.110.657/0001-53,MEDIA BRIDGE PRODUÇÕES LTDA.,13.110.657/0001-53,MEDIA BRIDGE PRODUÇÕES LTDA.,07.616.202/0001-01,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,2015-07-01,500000.0,2015-07-06,500000.0
DG-00.300,O ÚLTIMO CINE DRIVE-IN,PRODECINE 03,2013-01-01,08.847.593/0001-38,PAVIRADA FILMES E PRODUÇÕES LTDA,08.847.593/0001-38,PAVIRADA FILMES E PRODUÇÕES LTDA,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-07-01,200000.0,2015-07-06,200000.0
DG-00.301,ÔMICROM,PRODAV 01,2013-01-01,07.077.834/0001-44,EDSON SOARES DO NASCIMENTO ME,07.077.834/0001-44,EDSON SOARES DO NASCIMENTO ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-01,1097103.6,2015-07-23,1097103.6
DG-00.299,POR DENTRO DO BALÉ DA CIDADE,PRODAV 01,2013-01-01,00.020.648/0001-20,PRODIGO FILMS LTDA,00.020.648/0001-20,PRODIGO FILMS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-01,766656.0,2015-07-14,766656.0
DG-00.306,TROMBA TREM - EPISÓDIOS 27 A 52,PRODAV 01,2012-01-01,09.551.826/0001-13,COPA STUDIO PRODUTORA AUDIOVISUAL LTDA,09.551.826/0001-13,COPA STUDIO PRODUTORA AUDIOVISUAL LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-01,1424000.0,2015-07-15,1424000.0
DG-00.317,VAI QUE DÁ CERTO 2,PRODECINE 01,2013-01-01,00.538.914/0001-00,FRAIHA PRODUCOES DE EVENTOS E EDITORA EIRELI,00.538.914/0001-00,FRAIHA PRODUCOES DE EVENTOS E EDITORA EIRELI,03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,2015-07-06,1000000.0,2015-07-28,1000000.0
DG-00.308,VIRANDO A PÁGINA,PRODAV 01,2013-01-01,17.383.231/0001-24,CHAMON PRODUÇÕES ARTISTICAS E CINEMATOGRAFICAS LTDA - ME,17.383.231/0001-24,CHAMON PRODUÇÕES ARTISTICAS E CINEMATOGRAFICAS LTDA - ME,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-06,425893.12,2015-07-13,425893.12
DG-00.320,ABAIXO A GRAVIDADE,PRODECINE 05,2013-01-01,16.487.027/0001-90,TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA,16.487.027/0001-90,TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA,09.261.668/0001-67,TRUQUE PRODUTORA DE CINEMA TV E VÍDEO LTDA,2015-07-08,2249984.0,2015-07-13,2249984.0
DG-00.303,O VENDEDOR DE PASSADOS,PRODECINE 04,2012-01-01,02.020.661/0001-04,CONSPIRAÇÃO FILMES S/A,02.020.661/0001-04,CONSPIRAÇÃO FILMES S/A,03.918.609/0001-32,WMIX DISTRIBUIDORA LTDA.,2015-07-08,350000.0,2015-07-15,350000.0
DG-00.318,B.O - BOLETIM DE OCORRÊNCIA,PRODECINE 04,2012-01-01,04.344.932/0001-02,INTRO LTDA,04.344.932/0001-02,INTRO LTDA,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,2015-07-09,1135416.0,2015-07-16,1135416.0
DG-00.313,ZANINE ARTE DE ARQUITETAR,PRODAV 01,2013-01-01,07.832.283/0001-87,PONTOS DE FUGA PRODUÇÕES ARTISTICAS LTDA,07.832.283/0001-87,PONTOS DE FUGA PRODUÇÕES ARTISTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-09,400000.0,2015-09-22,400000.0
DG-00.307,O CORPO E A PALAVRA,PRODECINE 04,2013-01-01,73.947.392/0001-74,TAIGA FILMES E VIDEO EIRELI,73.947.392/0001-74,TAIGA FILMES E VIDEO EIRELI,08.346.733/0001-94,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,2015-07-13,350000.0,2015-07-31,350000.0
DG-00.331,FILOSOFINHOS,PRODAV 01,2012-01-01,87.435.368/0001-60,OTTO DESENHOS ANIMADOS LTDA,87.435.368/0001-60,OTTO DESENHOS ANIMADOS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-15,159680.8,2015-07-28,143712.72
DG-00.327,GABRIEL E A MONTANHA,PRODECINE 05,2013-01-01,03.360.320/0001-40,TV ZERO CINEMA LTDA,03.360.320/0001-40,TV ZERO CINEMA LTDA,09.261.668/0001-67,TV ZERO CINEMA LTDA,2015-07-15,1778000.0,2015-08-03,1778000.0
DG-00.319,O SERTÃO VAI VIRAR MAR E O MAR VAI VIRAR SERTÃO,PRODECINE 01,2013-01-01,01.369.211/0001-69,REPÚBLICA PUREZA FILMES LTDA.,01.369.211/0001-69,REPÚBLICA PUREZA FILMES LTDA.,05.249.852/0001-30,LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA,2015-07-15,1000000.0,2015-07-31,0.0
DG-00.315,ORAÇÃO DO AMOR SELVAGEM,PRODECINE 04,2013-01-01,00.639.143/0001-48,FAGANELLO - COMUNICACOES EIRELI - ME,00.639.143/0001-48,FAGANELLO - COMUNICACOES EIRELI - ME,08.656.129/0001-64,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,2015-07-15,494503.0,2015-07-28,494503.0
DG-00.323,GAME BROS,PRODAV 01,2013-01-01,08.346.159/0001-74,MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA,08.346.159/0001-74,MEDIALAND PRODUÇÃO E COMUNICAÇÃO LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-17,1000000.0,2015-07-23,1000000.0
DG-00.314,INHOTIM: O VALOR DAS COISAS,PRODAV 01,2013-01-01,03.987.306/0001-71,CAMISA LISTRADA LTDA,03.987.306/0001-71,CAMISA LISTRADA LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-17,1300000.0,2015-08-10,1300000.0
DG-00.311,LINHAS TORTAS,PRODAV 01,2012-01-01,03.435.290/0001-94,FILMES MAIS LTDA,03.435.290/0001-94,FILMES MAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-20,409536.0,2015-07-30,409536.0
DG-00.295,"LATITUDE, LONGITUDE",PRODAV 01,2013-01-01,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-20,798000.0,2015-08-03,798000.0
DG-00.329,LILA,PRODAV 01,2013-01-01,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-20,489126.0,2015-07-30,489126.0
DG-00.310,MIXADOS,PRODAV 01,2012-01-01,03.435.290/0001-94,FILMES MAIS LTDA,03.435.290/0001-94,FILMES MAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-20,560000.0,2015-08-03,560000.0
DG-00.332,NATÁLIA - 2ª TEMPORADA,PRODAV 01,2012-01-01,03.435.290/0001-94,FILMES MAIS LTDA,03.435.290/0001-94,FILMES MAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-20,2158784.0,2016-02-16,2158784.0
DG-00.330,NO CAMINHO DO BEM,PRODAV 01,2013-01-01,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-20,650000.0,2015-07-30,650000.0
DG-00.294,"SUA HISTÓRIA, MINHA VERSÃO",PRODAV 01,2013-01-01,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,04.661.796/0001-84,GIROS PROJETOS AUDIOVISUAIS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-20,406000.0,2015-07-30,406000.0
DG-00.349,DESIGNERS DO BRASIL,PRODAV 02 - PROJETO DERIVADO,2013-01-01,28.432.721/0001-90,TOMADA DE ARTE FILMES LTDA.,28.432.721/0001-90,TOMADA DE ARTE FILMES LTDA.,17.164.803/0001-84,CURTA! PROGRAMADORA DE CANAIS DE TV LTDA,2015-07-21,859210.0,2015-08-18,859210.0
DG-00.309,O BANQUETE,PRODECINE 02,2012-01-01,08.346.733/0001-94,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,05.919.250/0001-43,"CISMA PRODUÇÕES CINEMATOGRÁFICAS, EVENTOS E TEATRO LTDA",08.346.733/0001-94,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,2015-07-21,750000.0,2015-08-19,750000.0
DG-00.264,UMA OBRA DE ARTE SUMIU,PRODAV 01,2012-01-01,31.399.272/0001-30,COMUNICAÇÃO ALTERNATIVA LTDA,31.399.272/0001-30,COMUNICAÇÃO ALTERNATIVA LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-21,500000.0,2015-07-31,0.0
DG-00.343,FALA COMIGO,PRODECINE 05,2013-01-01,09.409.976/0001-97,SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA,09.409.976/0001-97,SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA,11.620.976/0001-83,VITRINE FILMES EIRELI - ME,2015-07-22,983310.0,2015-07-31,983310.0
DG-00.183,SILÊNCIO,PRODAV 05,2013-01-01,07.528.463/0001-70,DOCE FURIA PRODUÇÕES ARTÍSTICAS LTDA,07.528.463/0001-70,DOCE FURIA PRODUÇÕES ARTÍSTICAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-22,95300.0,2015-10-30,95300.0
DG-00.321,ALMA IMORAL - A SÉRIE,PRODAV 01,2013-01-01,27.651.181/0001-72,CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.,27.651.181/0001-72,CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-24,572000.0,2015-07-30,572000.0
DG-00.339,NA TRIBO,PRODAV 01,2013-01-01,01.287.908/0001-90,AVENTURAS PRODUÇÕES E EDIÇÕES EDUCATIVAS LTDA,01.287.908/0001-90,AVENTURAS PRODUÇÕES E EDIÇÕES EDUCATIVAS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-24,283670.0,2015-08-24,283670.0
DG-00.316,SPA,PRODECINE 02,2013-01-01,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,57.643.793/0001-84,MAMO FILMES LTDA,07.700.630/0001-18,ELO AUDIOVISUAL SERVIÇOS LTDA,2015-07-24,1000000.0,2015-07-31,0.0
DG-00.324,UMA BAÍA,PRODECINE 05,2013-01-01,68.317.445/0001-33,CINEMA BRASIL DIGITAL - ESCRITÓRIO DE PLANEJ. EMPR. AUD. LTDA,68.317.445/0001-33,CINEMA BRASIL DIGITAL - ESCRITÓRIO DE PLANEJ. EMPR. AUD. LTDA,18.354.911/0001-82,CINEMA BRASIL DISTRIBUIDORA - ESCRITÓRIO DE PLANEJAMENTO PARA DISTRIBUIÇÃO DE PRODUTOS AUDIOVISUAIS LTDA -ME,2015-07-24,500000.0,2015-08-07,500000.0
DG-00.368,EXPRESSO BRASIL II,PRODAV 01,2013-01-01,28.432.721/0001-90,TOMADA DE ARTE FILMES LTDA.,28.432.721/0001-90,TOMADA DE ARTE FILMES LTDA.,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-27,1280000.0,2015-08-24,1280000.0
DG-00.338,QUESTÃO DE FAMÍLIA - 2ª TEMPORADA,PRODAV 01,2013-01-01,04.551.480/0001-30,ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA,04.551.480/0001-30,ATITUDE PRODUÇÕES E EMPREENDIMENTOS LTDA,SEM DISTRIBUIDORA/PROGRAMADORA,SEM DISTRIBUIDORA/PROGRAMADORA,2015-07-27,3000000.0,2015-11-24,3000000.0
