,REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
1132,37176,11.527.400/0001-76,SÚBITA FILMES LTDA,MATA HARI PROJETOS CULTURAIS LTDA. - ME,24.669.824/0001-17
1133,51357,35.445.795/0001-26,SARAVA FILMES LTDA,GOA PICTURES LTDA,01.613.614/0001-01
1134,3226,05.097.785/0001-86,CASABLANCA EFEITOS CINEMATOGRÁFICOS LTDA,CASABLANCA EFFECTS LTDA.,04.731.133/0001-99
1135,11943,07.047.266/0001-39,"TOURNAGE PRODUÇÃO, PROPAGANDA E PUBLICIDADE LTDA",BROS PRODUÇOES LTDA,03.042.412/0001-82
1136,20762,00.353.368/0001-33,GUABES PRODUÇÕES EIRELI,CHROMA COMUNICAÇÃO LTDA,05.074.800/0001-70
1137,42811,17.092.056/0001-16,PILAR DAS PRODUCOES E EVENTOS LTDA,CANDYALL MUSIC PRODUÇÕES ARTÍSTICAS LTDA,05.196.222/0001-45
1138,25561,15.689.484/0001-03,ANDORINHA PRODUCOES CULTURAIS LTDA - ME,DUBEM COMUNICAÇÃO E CULTURA,08.187.735/0001-88
1139,21815,15.641.170/0001-22,UQ EVENTOS LTDA.,UQ DESIGN LTDA,11.019.855/0001-80
1140,1343,02.131.538/0001-60,TV OMEGA LTDA.,TELETV SERVIÇOS INTERATIVOS LTDA,07.926.156/0001-47
1141,30457,16.856.443/0001-19,DANIELA MARTINS DA SILVA MOREIRA,KABUKI PRODUÇÕES AUDIOVISUAIS S/S LTDA,11.736.403/0001-10
1142,22472,10.624.399/0001-35,DANIELLA LAGO LOPES PRODUÇÕES ME,RAIZ ESTUDIO COMUNICAÇÃO LTDA ME,18.893.741/0001-04
1143,42629,30.523.554/0001-34,CUENTOS Y CIRCO AGENCIA DE CONTEÚDO LTDA,LIVE MEDIA PRODUTORA AUDIOVISUAL MULTIPLATAFORMA LTDA,13.212.431/0001-63
1144,5642,05.762.295/0001-57,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,INDUSTRIA E COMERCIO DE POLTRONAS PARA CINEMA SANTA CLARA LTDA,00.912.718/0001-54
1145,23422,11.209.288/0001-25,SANTA CLARA COMÉRCIO DE EQUIPAMENTOS PARA CINEMA LTDA,INDUSTRIA E COMERCIO DE POLTRONAS PARA CINEMA SANTA CLARA LTDA,00.912.718/0001-54
1146,1991,33.497.660/0001-89,EMPRESA CINEMAS SÃO LUIZ S/A,SR SÃO PAULO CINEMAS S/A,04.006.465/0001-00
1147,2612,02.117.937/0001-77,UCI RIBEIRO LTDA,SR SÃO PAULO CINEMAS S/A,04.006.465/0001-00
1148,44712,12.042.219/0001-32,WELISMAR PEREIRA DA SILVA ME,TOTAL AGENCIA DE PUBLICIDADE E PRODUTORA LTDA,17.695.003/0001-90
1149,51551,41.077.307/0001-78,FESTINA LENTE BR PRODUÇÕES LTDA,SWELL FILMES & PRODUÇÕES LTDA,44.359.298/0001-04
1150,18039,11.579.388/0001-43,ESFERA PRODUÇÕES CULTURAIS EIRELI,FILM2B PRODUÇÕES ARTÍSTICAS LTDA.,18.921.438/0001-78
1151,637,02.319.063/0001-30,ASAS DA IMAGINAÇÃO CINEMA E COMUNICAÇÃO EIRELI,ALADAS 2 IMAGEM E CRIACOES - EIRELI,20.804.500/0001-93
1152,11726,08.296.780/0001-70,NEOPLASTIQUE ENTRETENIMENTO LTDA,GLAZ ENTRETENIMENTO S.A.,02.140.164/0001-40
1153,773,49.515.984/0001-32,LOJINHA DA MÔNICA LTDA,MAURICIO DE SOUSA EDITORA LTDA,08.267.787/0001-64
1154,49790,41.866.980/0001-97,ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA,BCA PRODUCAO E DISTRIBUICAO DE FILMES LTDA,13.392.325/0001-09
1155,46356,37.168.711/0001-80,GOMO ATIVIDADES DE PRODUCAO CINEMATOGRAFICA LTDA,MADRECITA FILMES LTDA,15.197.215/0001-11
1156,23877,00.852.265/0001-18,DAC PARTICIPAÇÕES LTDA,CINEMATOGRÁFICA IGUAÇU LTDA,30.831.184/0001-00
1157,13179,09.160.968/0001-50,SWEN PRODUCOES LTDA,SWEN ENTRETENIMENTOS LTDA,05.446.058/0001-87
1158,37242,28.083.221/0001-90,OLHAR DISTRIBUICAO DE FILMES LTDA,SOU COMUNICAÇÃO LTDA,20.702.362/0001-31
1159,22896,11.413.383/0001-46,PATIO DE CINEMAS LTDA - ME,MAR CINEMAS E BOMBONIERES LTDA,08.768.271/0001-01
1160,17089,11.286.816/0001-40,THE MOSANER FILMES LTDA - EPP.,THE MOSANER CONTENT LTDA - EPP,15.385.473/0001-21
1161,43098,10.674.465/0001-81,FABIANO G. CAVALHEIRO RIBEIRO ME,PIXEL FILMES LTDA,19.569.365/0001-60
1162,32276,11.465.825/0001-06,STELLA ANTUNES FERNANDES SENTIS,T. V. PONTES MONTEIRO & CIA LTDA,24.924.546/0001-05
1163,51630,46.124.383/0001-00,AKWA PRODUÇÕES ARTÍSTICAS,FOREST COMUNICAÇÃO,14.139.914/0001-42
1164,30925,21.567.273/0001-92,FOREST - COMUNICAÇÃO SOCIOAMBIENTAL,FOREST COMUNICACAO LTDA,14.139.914/0001-42
1165,22295,14.362.847/0001-20,DOGS CAN FLY COLLECTION VESTUARIO LTDA,IN BRANDS WE TRUST MARKETING E DISTRIBUIÇÃO LTDA,06.071.909/0001-17
1166,46893,35.486.652/0001-62,CINEMATOGRAFICA CINEMA UBA LTDA,CINEMATOGRÁFICA CACHOEIRO LTDA ME,04.736.746/0001-19
1167,26840,06.097.456/0001-06,COMUNICAÇÃO E MÍDIA PRODUÇÕES LTDA,COMUNICAÇÃO E MÍDIA PRODUÇÕES LTDA,21.118.853/0001-00
1168,3868,07.296.919/0001-13,HORA H PRODUÇÕES DE SOM E VIDEO LTDA.,FILMES DEMODE LTDA ME,18.975.792/0001-85
1169,39864,21.295.973/0001-75,LEVANTE FILMES LTDA,RISCO PRODUCOES LTDA,19.688.914/0001-15
1170,2298,06.022.961/0001-83,EBCINE S/A - EMPRESA BRASILEIRA DE CINEMAS,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,03.623.153/0001-83
1171,15576,02.516.931/0001-72,ROB DIGITAL LTDA,ASSOCIAÇÃO POLO RIO CINE VIDEO E COMUNICAÇÃO - RIOCOM,31.887.052/0001-55
1172,407,02.660.571/0001-88,INDIE RECORDS LTDA,TIBET FILME LTDA,02.660.748/0001-46
1173,42043,11.868.902/0001-60,BERTONI COMUNICAÇÃO E EVENTOS EIRELI ME,P.NETTO E MEDEIROS LTDA ME,13.040.127/0001-86
1174,28622,15.650.137/0001-69,FILMES ATROÁ CINEMATOGRÁFICA LTDA,CARANTO MEDIA LTDA,25.211.934/0001-01
1175,20350,00.086.803/0001-00,INOVA PRODUÇÕES ARTÍSTICAS LTDA,REAÇÃO CRIAÇÃO E PRODUÇÃO LTDA,03.545.965/0001-58
1176,14534,04.552.791/0001-13,RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA,RADIO E TELEVISAO CAPITAL LTDA,02.579.308/0001-69
1177,33912,25.080.587/0001-17,MORAES PRODUÇÕES CINEMATOGRAFICAS LTDA EPP,J. MORAES G. COMISSARIA DE DESPACHOS ADUANEIRO EIRELI - ME,28.072.570/0001-06
1178,6126,07.276.440/0001-15,CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI,CINEMINHA PRODUCOES LTDA,13.840.055/0001-51
1179,49170,35.344.906/0001-08,ENTRE FILMES PRODUTORA DE CONTEÚDO AUDIOVISUAL LTDA,ENCOURAÇADO FILMES PRODUÇÕES LTDA - ME,57.813.040/0001-70
1180,1140,02.723.125/0001-75,INFFINITO NUCLEO DE ARTE E CULTURA,INFFINITO EVENTOS E PRODUÇÕES LTDA,04.303.816/0001-45
1181,2130,04.196.528/0001-39,M2 COMUNICAÇÃO LTDA,ALÔ PRODUÇÃO LTDA,17.165.675/0001-93
1182,15745,72.909.815/0001-07,ANDRE DOS SANTOS CANTO DE OLIVEIRA,DRE PRODUCOES ARTISTICAS E CINEMATOGRAFICAS EIRELI,13.114.943/0001-97
1183,2550,60.469.871/0001-80,CINEMATOGRÁFICA POLIFILMES LTDA-ME,R L DISTRIBUIDORA PRODUTORA EXIBIDORA DE FILMES LTDA.-ME,56.849.102/0001-30
1184,22271,10.683.849/0001-60,BAXADA NACIONAL SERVIÇO AUDIOVISUAL LTDA.,FOLE PRODUÇÕES ARTÍSTICAS LTDA,21.056.680/0001-35
1185,3293,04.334.366/0001-58,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,TELEVISAO BANDEIRANTES DE PRESIDENTE PRUDENTE LTDA,50.609.973/0001-09
1186,52993,46.459.265/0001-53,HYPE ARTS & FILMS LTDA,BMK PRODUCOES AUDIOVISUAIS LTDA,29.893.870/0001-19
1187,29225,20.820.117/0001-29,HOT KIDS PRODUÇÕES LTDA,RIMA PRODUÇÕES LTDA,07.095.487/0001-82
1188,21503,07.591.442/0001-07,RGB FILMES LTDA - ME,RGB VIDEO LTDA,03.198.882/0001-30
1189,24070,17.545.702/0001-53,PROSPERIDADE COMUNICAÇÃO E FILMES LTDA,D4G COMUNICACAO E DESIGN LTDA,11.762.230/0001-04
1190,48427,39.898.553/0001-49,NSI MEDIA LTDA,PARTY PRODUCOES EIRELI,32.291.229/0001-19
1191,51805,36.391.252/0001-36,PROVIDEO PRODUÕES DE VÍDEO EIRELI,IRAN CARLOS DA SILVA,12.559.741/0001-96
1192,13613,07.949.581/0001-51,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,AUWE DIGITAL S.A.,11.433.396/0001-87
1193,653,00.637.277/0001-20,ESPN DO BRASIL EVENTOS ESPORTIVOS LTDA.,FOX FILM DO BRASIL LTDA,33.110.420/0001-80
1194,45324,34.712.675/0001-85,CRISTIANE DE SOUZA BRANDOLT,BRANDOLT E CIA LTDA,31.320.834/0001-08
1195,53115,39.701.760/0001-61,GIROS HOLDING LTDA.,GIROS PROJETOS AUDIOVISUAIS LTDA,04.661.796/0001-84
1196,35793,27.240.786/0001-70,TERRA DO VENTO PRODUÇÕES ARTISTICAS LTDA,CARLA LIMA ROCHA PRODUÇÕES ARTÍSTICAS LTDA.,13.367.090/0001-03
1197,19585,11.936.522/0001-16,ALFA FILMES & PRODUÇÕES LTDA,WALK-IN FILMES & PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME,22.075.223/0001-50
1198,49849,43.713.936/0001-72,ESPAÇO DE CINEMA SUL LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA,19.361.857/0001-65
1199,2869,04.547.950/0001-91,FEIRA PLEXCINE LTDA.,CARIRI PLEXCINE LTDA,19.805.153/0001-34
1200,1229,33.924.739/0001-49,EMPRESA CINE TEATRO TAMOIO LTDA,CARIRI PLEXCINE LTDA,19.805.153/0001-34
1201,747,03.227.771/0001-04,NAHSOM VIDEO PRODUCOES LTDA,N CONTEUDO DE MARKETING LTDA,09.375.545/0001-57
1202,41884,27.447.479/0001-65,KAREN SUZANE SILVA 11065167610,KAREN SUZANE SILVA AUDIOVISUAL,33.267.612/0001-02
1203,42851,32.234.382/0001-04,LUNERA COMUNICACAO E MARKETING EIRELI,AB2 COMUNICAÇÃO E MARKETING LTDA - ME,10.766.887/0001-87
1204,4323,95.117.487/0001-01,CHOKS FOTO E VIDEO LTDA - EPP,KRONBAUER EVENTOS LTDA,97.543.113/0001-75
1205,21632,14.729.127/0001-50,CONE CREW PRODUÇÕES ARTÍSTICAS LTDA,PAPATUNES PRODUÇÕES ARTÍSTICAS LTDA - ME,28.496.290/0001-25
1206,22169,12.355.705/0001-00,AE PRODUCOES CULTURAIS LTDA EPP,PADUA E SAAD ESTUDIO LTDA - EPP,10.355.342/0001-88
1207,65,64.086.648/0001-05,JOÃO DANIEL FILMES LTDA,ART2D2 PRODUÇÕES LTDA,72.353.725/0001-74
1208,1882,06.131.852/0001-02,COMBINADO FILMES LTDA,MAMMUT PRODUCOES CINEMATOGRAFICAS LTDA,69.055.812/0001-30
1209,46916,38.409.721/0001-22,2.2 PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI,38.487.725/0001-29
1210,218,69.055.812/0001-30,MAMMUT PRODUCOES CINEMATOGRAFICAS LTDA,COMBINADO FILMES LTDA,06.131.852/0001-02
1211,4904,07.616.202/0001-01,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,LINE-UP PRODUCAO E DISTRIBUICAO DE FILMES LTDA - EPP,09.385.060/0001-44
1212,29266,21.866.996/0001-92,TF INTERNATIONAL PRODUTORA DE FILMES LTDA,TERRA BRASILIS PROMOCOES E MARKETING LTDA,73.832.644/0001-10
1213,31533,22.794.289/0001-09,BEATRIZ POLATI DE CARVALHO -ME,KLAXON CULTURA AUDIOVISUAL LTDA-ME,09.397.798/0001-21
1214,45531,36.658.867/0001-86,CRIACORE TECNOLOGIA DA INFORMAÇÃO LTDA,ARVR MULTIMIDIA EIRELI,05.508.044/0001-40
1215,66,51.624.906/0001-18,ANTARES COMÉRCIO E SERVIÇOS LTDA. ME,ESTÚDIO SÃO PAULO LTDA.,01.512.529/0001-57
1216,11768,08.440.376/0001-29,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.,25.206.544/0001-35
1217,5956,07.870.610/0001-95,LEMONADE PRODUÇÕES ARTÍSTICAS LTDA.,LEMONADE CONTEUDO,32.648.863/0001-66
1218,51080,44.246.458/0001-09,WEST CINE LTDA,WEST SIDE SHOPPING CENTER LTDA,68.761.170/0001-22
1219,30728,07.076.970/0001-10,RIO CABLE SERVIÇOS DE TELECOMUNICAÇÕES LTDA ME,RIO CABLE TELECOM LTDA,13.537.127/0001-96
1220,52346,47.504.919/0001-86,INSPIRARTE PRODUÇÕES CULTURAIS E ARTÍSTICAS LTDA,DIVINARTE PRODUCOES CULTURAIS E ARTISTICAS LTDA,45.291.559/0001-56
1221,40636,24.800.280/0001-80,RAPADURA ATÔMICA ESTÚDIO DE ANIMAÇÃO E JOGOS DIGITAIS LTDA,FILMERAMA PRODUCOES LTDA,17.514.352/0001-68
1222,47868,39.313.941/0001-10,NHO PUBLICIDADE E MARKETING,CANARINHO PRESS PRODUCAO JORNALISTICA LTDA,15.246.884/0001-36
1223,25664,15.834.772/0001-04,ZAVALA E FIGUEIRA PRODUÇÃO DE CONTEUDO E ENTRETENIMENTO LTDA.,BRVR FILMES LTDA,07.949.950/0001-06
1224,50807,45.717.879/0001-25,NBC UNIVERSAL NETWORKS INTERNATIONAL BRASIL LTDA.,A&E OLE AUDIOVISUAL SERVICOS E REPRESENTACOES LTDA.,15.777.407/0001-05
1225,12,04.440.028/0001-09,ASSOCIAÇÃO REVISTA DO CINEMA BRASILEIRO,GCB EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,02.407.790/0001-50
1226,3227,41.861.923/0001-15,CINE A BRAGANCA PAULISTA LTDA,CINE A SERVIÇOS LTDA,23.682.751/0001-30
1227,16785,01.420.297/0001-07,FIDALGO PRODUÇÕES LTDA,FIDALGO PRODUCOES LTDA,44.345.653/0001-88
1228,41737,28.485.087/0001-53,LUCCAS TOON STUDIOS LTDA,CRSM PRODUÇÕES ARTÍSTICAS LTDA.,04.287.585/0001-23
1229,14069,09.252.786/0001-09,DELTA ON LINE - COMUNICAÇÃO LTDA. EPP,DELTA KAN PRODUÇÕES CINEMATOGRÁFICAS LTDA,95.411.716/0001-98
1230,13212,08.595.822/0001-74,MAMBO JACK FILMES E PRODUÇÕES LTDA,WE DO 42 LTDA,29.056.422/0001-60
1231,31744,04.882.236/0001-50,CAOS PRODUÇÕES,ESCAMILLA LTDA - ME,02.710.824/0001-80
1232,2368,43.022.920/0001-13,EMPRESA SUPERCAP DE CINEMAS LTDA,AQUARIUS CINEMATOGRÁFICA LTDA,43.709.138/0001-77
1233,25810,18.597.810/0001-32,HERNANE DONISETE PEREIRA ALVES FILHO-ME,CENTO E NOVE DIGITAÇÃO E EDITORAÇÃO LTDA,08.285.760/0001-02
1234,42421,32.138.883/0001-97,T2A PARTICIPAÇÕES LTDA,CSM PRODUÇÕES ARTÍSTICAS EIRELI-EPP,17.666.476/0001-69
1235,41737,28.485.087/0001-53,LUCCAS TOON STUDIOS LTDA,CSM PRODUÇÕES ARTÍSTICAS EIRELI-EPP,17.666.476/0001-69
1236,15098,09.265.579/0001-99,CACO MOTION LTDA.,CACO DISCO PRODUÇÃO LTDA,07.442.094/0001-06
1237,22234,16.584.266/0001-69,PROEZA AUDIOVISUAIS,PROEZA VIDEO PRODUÇÕES LTDA - ME,02.937.500/0001-80
1238,46857,37.865.834/0001-70,J D A DA SILVA,BALTA & SILVA LTDA - ME,20.862.863/0001-85
1239,18732,03.123.996/0001-10,CRISTIANO TREIN,NÚCLEO GUTS DE CRIAÇÃO LTDA,26.267.270/0001-57
1240,3952,77.689.032/0001-70,TELEVISAO NAIPI LTDA,GMRM ENTRETENIMENTOS LTDA.,25.141.399/0001-51
1241,3950,80.583.941/0001-34,TELEVISAO CIDADE LTDA,GMRM ENTRETENIMENTOS LTDA.,25.141.399/0001-51
1242,2294,04.496.798/0001-65,"HS COMERCIO, LOCACOES E SERVICOS DE INFORMATICA AUDIO E VIDEO LTDA",STUDIUM P.A ÁUDIO E VÍDEO LTDA EPP,58.374.497/0001-98
1243,42289,30.713.198/0001-11,DDF AUDIOVISUAL LTDA,DDFILMES COMUNICAÇÃO LTDA EPP,08.874.124/0001-08
1244,1188,31.851.876/0001-75,PIAVENTURA PRODUÇÃO E COMUNICAÇÃO LTDA - ME,VITÓRIA PRODUÇÕES ARTÍSTICAS,40.373.482/0001-40
1245,44696,19.374.466/0001-85,NETWORK PARTICIPAÇÕES S.A.,"OM.ART.BR GALERIA, EDITORA E ESTÚDIO DE ARTE LTDA.",05.038.911/0001-21
1246,2233,02.241.562/0001-52,A ILHA PRODUÇÃO LTDA,ILHA CROSSMIDIA LTDA,27.373.295/0001-06
1247,51357,35.445.795/0001-26,SARAVA FILMES LTDA,TIA MARIA FILMES LTDA - ME,09.374.330/0001-11
1248,11782,08.465.974/0001-52,KINOOSFERA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.,CINERAMABC FILMES E PRODUÇÕES ARTÍSTICAS LTDA. ME,13.507.233/0001-27
1249,5774,05.130.532/0001-67,IMAGEM SERVIÇOS CINEMATOGRÁFICOS EIRELI,LYNXFILM PRODUÇÕES AUDIO-VISUAIS LTDA,61.383.022/0001-72
1250,17491,10.638.697/0001-84,CAMBUI PRODUÇOES LTDA ME,"TAO PRODUCOES CULTURAIS, PROJETOS E CONSULTORIA LTDA.",22.420.260/0001-59
1251,1519,35.944.784/0001-90,ALTER FILMES PRODUÇÕES AUDIOVISUAIS LTDA,TERRA DIGITAL PRODUÇÕES MULTIMÍDIA LTDA,00.906.050/0001-32
1252,31703,21.822.430/0001-69,NOA PRODUÇÕES AUDIOVISUAIS E FOTOGRÁFICAS LTDA ME,SUMACA PRODUCOES AUDIOVISUAIS E FOTOGRAFICAS LTDA ME,18.342.224/0001-47
1253,25421,18.418.408/0001-43,INSENSATEZ AUDIOVISUAL LTDA.-ME,LUZES DA CIDADE AUDIOVISUAL LTDA,31.279.085/0001-12
1254,13421,01.631.403/0001-00,LUZES DA CIDADE - GRUPO DE CINÉFILOS E PRODUTORES CULTURAIS,LUZES DA CIDADE AUDIOVISUAL LTDA,31.279.085/0001-12
1255,40935,11.636.863/0001-76,HILFER EVENTOS E PRODUÇOES LTDA  EPP,"ASTURIA COMERCIO, PRODUCOES DE FILMES E EVENTOS LTDA - EPP",19.340.679/0001-96
1256,37204,25.197.801/0001-10,BELA BADERNA PRODUCOES E SERVICOS CULTURAIS LTDA ­ ME,RODIL&DEISS FILMES LTDA,09.625.064/0001-52
1257,15742,06.017.510/0001-58,COMPANHIA RIO BONITO - COMUNICAÇÕES,TELEVISÃO BANDEIRANTES DO PARANÁ LTDA,77.969.145/0001-20
1258,13509,03.348.543/0001-92,ESPAÇO CULTURAL SINHA PRADO GUIMARÃES LTDA.,ROMÃ PRODUTORA CULTURAL,29.403.148/0001-59
1259,45231,01.224.405/0001-76,DESDOBRO PRODUÇÕES EIRELLI,BENHUR REAL FIGUEIRÓ 09918466723,15.044.499/0001-06
1260,299,01.519.695/0001-85,BRASIL 1500 PRODUCOES CINEMATOGRAFICAS EIRELI,TATU FILMES LTDA,47.095.641/0001-30
1261,30059,22.347.432/0001-06,KANTÊ PRODUÇÕES ARTÍSTICAS LTDA.,KORE PRODUÇÕES CULTURAIS LTDA ME,11.200.004/0001-30
1262,45019,33.982.904/0001-19,GRIFA FILMES LTDA,"GRIFA PRODUÇÕES CINEMATOGRÁFICAS, AUDIOVISUAIS E ARTÍSTICAS LTDA.",01.486.085/0001-22
1263,45180,14.717.293/0001-37,HQZ MARKETING DIGITAL LTDA,BABEL AZZA AGENCIA DE PUBLICIDADE LTDA,20.877.608/0001-06
1264,43571,34.099.574/0001-80,GOYTACAZES FILMES LTDA,JUBARTE FILMES LTDA-ME,05.297.810/0001-75
1265,16512,28.339.349/0001-71,GRAÇA ARTES GRÁFICAS E EDITORA LTDA,GRAÇA FILMES PRODUTORA E DISTRIBUIDORA LTDA,11.292.373/0001-08
1266,1514,01.651.043/0001-08,LMC PRODUÇÕES ARTÍSTICAS LTDA,RF CINEMA E TV LTDA,73.668.295/0001-42
1267,34643,24.467.743/0001-34,ESTAÇÃO KIDS PRODUÇÕES INFANTIS LTDA ME,AUDIOSTORE COMUNICAÇÃO LTDA,33.032.145/0001-23
1268,42593,32.814.976/0001-94,LETS BURN FILMES SERVIÇOS E PRODUÇÕES CINEMATOGRÁFICAS LTDA ME,CAIXA PRETA FILMES SERVIÇOS E PRODUÇÕES CULTURAIS LTDA,37.335.067/0001-97
1269,18897,13.471.208/0001-30,GUTS FILMES LTDA - ME,LIBRE COLETIVO DE PRODUCAO EIRELI,28.424.184/0001-36
1270,33454,23.964.115/0001-00,A FABRICA ENTRETENIMENTO E PARTICIPACOES S.A,NA PARALELA FILMES LTDA.,23.957.635/0001-87
1271,31641,21.257.121/0001-93,CINEMATOGRÁFICA CATAGUASES LTDA EPP,CINEMATOGRÁFICA PIÚMA LTDA,19.387.261/0001-34
1272,52665,48.997.580/0001-60,MACABEO FILMES LTDA,ALHAMA SERVICOS ADMINISTRATIVOS LTDA - ME,13.238.664/0001-35
1273,442,02.470.460/0001-09,ESPAÇO DIGITAL SERVIÇOS S/C LTDA,CONTENTE PRODUÇÕES LTDA.,08.371.400/0001-15
1274,41737,28.485.087/0001-53,LUCCAS TOON STUDIOS LTDA,T2A PARTICIPAÇÕES LTDA,32.138.883/0001-97
1275,22852,04.858.790/0001-00,CARINO PRODUÇÕES E COMERCIO DE LIVROS LTDA - ME,MURIQUI CULTURAL LTDA. - ME,19.208.393/0001-51
1276,24005,10.714.667/0001-00,C G BORGES - ME,"CRIOULAS COMUNICAÇÃO, PROMOÇÃO E EVENTOS LTDA - ME.",10.652.608/0001-54
1277,5594,39.467.105/0001-90,JE PRODUÇÕES LTDA - ME,J.E SILVA PRODUÇÕES E SERVIÇOS LTDA,07.288.445/0001-68
1278,26347,05.902.568/0001-11,TÚNEL ARTES GRÁFICAS LTDA,D&V PUBLICIDADES LTDA,07.929.833/0001-80
1279,51390,46.401.439/0001-27,CLUBE FILMES LTDA,CLUBTV PRODUÇÕES E ENTRETENIMENTO EIRELI,07.276.440/0001-15
1280,16501,65.080.616/0001-65,FUNDAÇÃO ESPÍRITA ANDRÉ LUIZ,FUNDAÇÃO EDUCATIVA E CULTURAL RIO VERDE,19.057.660/0001-37
1281,49279,38.201.115/0001-17,CIMARRON CINE LTDA,LEME FILMES E PRODUÇÕES CINEMATOGRAFICAS LTDA,09.450.599/0001-30
1282,47240,35.557.094/0001-89,HH PRODUCAO E TECNOLOGIA DE IMAGENS PUBLICITARIAS LTDA,MGT - TECNOLOGIA EM IMAGENS DIGITAIS LTDA,13.742.039/0001-26
1283,1944,04.969.463/0001-17,CINEMA ARTEPLEX LTDA.,CINE COMERCIAL PASSO FUNDO LTDA,27.380.966/0001-58
1284,18055,07.938.916/0001-36,CINEMA VILLAGGIO LTDA,CINE COMERCIAL PASSO FUNDO LTDA,27.380.966/0001-58
1285,1780,02.630.678/0001-83,FOGO AZUL FILMES LTDA,ELIMAR PRODUÇÕES ARTÍSTICAS LTDA,28.026.565/0001-67
1286,48450,31.852.808/0001-20,AARTI TECNOLOGIA E CONTEUDO LTDA,ELIMAR PRODUÇÕES ARTÍSTICAS LTDA,28.026.565/0001-67
1287,34757,23.318.838/0001-23,UNIQUE ENTRETENIMENTO DIGITAL LTDA - ME,AGENCIA LUMINOS DE MARKETING INTEGRADO LTDA,30.673.175/0001-20
1288,29069,25.713.868/0001-60,LUZ & SOMBRA LTDA - ME,FOLHA VERDE FILMES LTDA,30.728.352/0001-29
1289,32071,23.906.717/0001-00,MUTIRÃO PRODUÇÕES ARTÍSTICAS LTDA,MILENAR PRODUÇÕES E EVENTOS ARTÍSTICOS LTDA ME,23.951.517/0001-61
1290,3950,80.583.941/0001-34,TELEVISAO CIDADE LTDA,TELEVISAO NAIPI LTDA,77.689.032/0001-70
1291,19362,11.097.796/0001-69,TRANSBORDA PRODUÇÕES ARTÍSTICAS LTDA.,KINOOSFERA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.,08.465.974/0001-52
1292,21368,97.543.113/0001-75,KRONBAUER EVENTOS LTDA,CHOKS FOTO E VIDEO LTDA - EPP,95.117.487/0001-01
1293,105,68.610.302/0001-15,DISTRIBUIDORA DE FILMES S/A RIOFILME,MULTIRIO - EMPRESA MUNICIPAL DE MULTIMEIOS LTDA,74.114.471/0001-67
1294,32499,21.894.638/0001-93,COLETIVO 105 COMUNICACAO E PRODUCAO LTDA,IDADE DA PEDRA PRODUÇÕES GRÁFICAS LTDA,05.824.134/0001-40
1295,2973,72.089.667/0001-13,TATU FILMES LTDA-ME,GOYTACAZES FILMES LTDA,34.099.574/0001-80
1296,18,68.153.956/0001-67,INK GERAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA,"COLMEIA CAPACITACAO, CRIACAO E PRODUCAO DE CONTEUDOS LTDA",09.207.407/0001-69
1297,49849,43.713.936/0001-72,ESPAÇO DE CINEMA SUL LTDA,ARTEPLEX DISTRIBUIDORA LTDA,31.694.954/0001-75
1298,1944,04.969.463/0001-17,CINEMA ARTEPLEX LTDA.,ARTEPLEX DISTRIBUIDORA LTDA,31.694.954/0001-75
1299,21677,11.227.845/0001-30,RODRIGO GANDOLFI DE MOURA ME,GANDOLFILMES LTDA,14.255.847/0001-21
1300,41358,31.610.608/0001-61,BENEDITO FILMES EIRELI,VIRALATA PRODUÇÕES LTDA ME,11.721.296/0001-56
1301,29292,17.293.533/0001-01,AMORA FILMES B LTDA,AGÊNCIA DE IDEIAS PRODUÇÕES CULTURAIS E EDITORIAIS LTDA - ME,23.522.087/0001-62
1302,18283,12.131.701/0001-49,"HOMEM AMARELO PRODUCOES ARTISTICAS, CULTURAIS, CINEMATOGRAFICAS E EDITORIAIS LTDA",AGÊNCIA DE IDEIAS PRODUÇÕES CULTURAIS E EDITORIAIS LTDA - ME,23.522.087/0001-62
1303,6346,04.727.439/0001-71,MOSQUITO VIDEO E DESIGN LTDA,BANDO STUDIO PRODUCOES DE FILMES LTDA.,16.852.040/0001-00
